source_filename,folder_family,inferred_environment,inferred_piece_family,inferred_turn_type,inferred_elevation_type,inferred_special_type,notes
StadiumRoadMainGTDiag2x2Mirror.png,Stadium,Stadium,other,diag,,,
StadiumRoadMainGTDiag2x2Slope.png,Stadium,Stadium,elevation,diag,slope,slope,slope
StadiumRoadMainGTDiag2x2SlopeMirror.png,Stadium,Stadium,elevation,diag,slope,slope,slope
StadiumRoadMainGTDiag2x2Tilt.png,Stadium,Stadium,elevation,diag,tilt,slope,slope
StadiumRoadMainGTDiag2x2TiltMirror.png,Stadium,Stadium,elevation,diag,tilt,slope,slope
StadiumRoadMainGTDiag3x2.png,Stadium,Stadium,other,diag,,,
StadiumRoadMainGTDiag3x2Mirror.png,Stadium,Stadium,other,diag,,,
StadiumRoadMainGTDiag3x2Slope.png,Stadium,Stadium,elevation,diag,slope,slope,slope
StadiumRoadMainGTDiag3x2SlopeMirror.png,Stadium,Stadium,elevation,diag,slope,slope,slope
StadiumRoadMainGTDiag3x2Tilt.png,Stadium,Stadium,elevation,diag,tilt,slope,slope
StadiumRoadMainGTDiag3x2TiltMirror.png,Stadium,Stadium,elevation,diag,tilt,slope,slope
StadiumRoadMainGTDiag4x3.png,Stadium,Stadium,other,diag,,,
StadiumRoadMainGTDiag4x3Mirror.png,Stadium,Stadium,other,diag,,,
StadiumRoadMainGTDiag4x3Slope.png,Stadium,Stadium,elevation,diag,slope,slope,slope
StadiumRoadMainGTDiag4x3SlopeMirror.png,Stadium,Stadium,elevation,diag,slope,slope,slope
StadiumRoadMainInBeam.png,Stadium,Stadium,other,,,,
StadiumRoadMainInBeamSlope.png,Stadium,Stadium,elevation,,slope,slope,slope
StadiumRoadMainInBeamTilt.png,Stadium,Stadium,elevation,,tilt,slope,slope
StadiumRoadMainMultiLap.png,Stadium,Stadium,checkpoint,,,checkpoint,checkpoint
StadiumRoadMainNoGrip.png,Stadium,Stadium,other,,,,
StadiumRoadMainNoGripSlope.png,Stadium,Stadium,elevation,,slope,slope,slope
StadiumRoadMainNoGripTilt.png,Stadium,Stadium,elevation,,tilt,slope,slope
StadiumRoadMainNoSteering.png,Stadium,Stadium,other,,,,
StadiumRoadMainNoSteeringSlope.png,Stadium,Stadium,elevation,,slope,slope,slope
StadiumRoadMainNoSteeringTilt.png,Stadium,Stadium,elevation,,tilt,slope,slope
StadiumRoadMainSlopeBase.png,Stadium,Stadium,elevation,,slope,slope,slope
StadiumRoadMainSlopeBase1x2.png,Stadium,Stadium,elevation,,slope,slope,slope
StadiumRoadMainSlopeBase2.png,Stadium,Stadium,elevation,,slope,slope,slope
StadiumRoadMainSlopeStraight.png,Stadium,Stadium,straight,,slope,straight,straight
StadiumRoadMainSlopeUBottom.png,Stadium,Stadium,elevation,,slope,slope,slope
StadiumRoadMainSlopeUBottomInGround.png,Stadium,Stadium,elevation,,slope,slope,slope
StadiumRoadMainSlopeUTop.png,Stadium,Stadium,elevation,,slope,slope,slope
StadiumRoadMainStart.png,Stadium,Stadium,start_finish,,,start,start
StadiumRoadMainStraight.png,Stadium,Stadium,straight,,,straight,straight
StadiumRoadMainTurbo.png,Stadium,Stadium,special,,,boost,boost
StadiumRoadMainTurboDown.png,Stadium,Stadium,special,,down,boost,boost
StadiumRoadMainTurboLeft.png,Stadium,Stadium,special,left,,boost,boost
StadiumRoadMainTurboRight.png,Stadium,Stadium,special,right,,boost,boost
StadiumRoadMainTurboRoulette.png,Stadium,Stadium,special,,,boost,boost
StadiumRoadMainTurboRouletteDown.png,Stadium,Stadium,special,,down,boost,boost
StadiumRoadMainTurboRouletteLeft.png,Stadium,Stadium,special,left,,boost,boost
StadiumRoadMainTurboRouletteRight.png,Stadium,Stadium,special,right,,boost,boost
StadiumRoadMainTurboRouletteUp.png,Stadium,Stadium,special,,up,boost,boost
StadiumRoadMainTurboUp.png,Stadium,Stadium,special,,up,boost,boost
StadiumRoadMainXBeam.png,Stadium,Stadium,other,,,,
StadiumRoadMainXBeamSlope.png,Stadium,Stadium,elevation,,slope,slope,slope
StadiumRoadMainXBeamTilt.png,Stadium,Stadium,elevation,,tilt,slope,slope
StadiumRoadMainYShapedCurve2.png,Stadium,Stadium,curve,,,curve,curve
StadiumRoadMainYShapedDiag2.png,Stadium,Stadium,other,diag,,,
StadiumRoadMainYShapedDiag2SlopeDown.png,Stadium,Stadium,elevation,diag,down,slope,slope
StadiumRoadMainYShapedDiag2SlopeUp.png,Stadium,Stadium,elevation,diag,up,slope,slope
StadiumRoadStretch.png,Stadium,Stadium,other,,,,
StadiumRoadStretchSlope.png,Stadium,Stadium,elevation,,slope,slope,slope
StadiumRoadTiltCorner.png,Stadium,Stadium,curve,,tilt,curve,curve
StadiumRoadTiltCornerDownLeft.png,Stadium,Stadium,curve,left,down,curve,curve
StadiumRoadTiltCornerDownRight.png,Stadium,Stadium,curve,right,down,curve,curve
StadiumRoadTiltCornerUpLeft.png,Stadium,Stadium,curve,left,up,curve,curve
StadiumRoadTiltCornerUpRight.png,Stadium,Stadium,curve,right,up,curve,curve
StadiumRoadTiltGTCurve2.png,Stadium,Stadium,curve,,tilt,gtcurve,gtcurve
StadiumRoadTiltGTCurve2DownLeft.png,Stadium,Stadium,curve,left,down,gtcurve,gtcurve
StadiumRoadTiltGTCurve2DownRight.png,Stadium,Stadium,curve,right,down,gtcurve,gtcurve
StadiumRoadTiltGTCurve2UpLeft.png,Stadium,Stadium,curve,left,up,gtcurve,gtcurve
StadiumRoadTiltGTCurve2UpRight.png,Stadium,Stadium,curve,right,up,gtcurve,gtcurve
StadiumRoadTiltGTCurve3.png,Stadium,Stadium,curve,,tilt,gtcurve,gtcurve
StadiumRoadTiltGTCurve4.png,Stadium,Stadium,curve,,tilt,gtcurve,gtcurve
StadiumRoadTiltStraight.png,Stadium,Stadium,straight,,tilt,straight,straight
StadiumRoadTiltStraightBirds.png,Stadium,Stadium,straight,,tilt,straight,straight
StadiumRoadTiltTransition1Left.png,Stadium,Stadium,elevation,left,tilt,slope,slope
StadiumRoadTiltTransition1Right.png,Stadium,Stadium,elevation,right,tilt,slope,slope
StadiumRoadTiltTransition2CurveLeft.png,Stadium,Stadium,curve,left,tilt,curve,curve
StadiumRoadTiltTransition2CurveRight.png,Stadium,Stadium,curve,right,tilt,curve,curve
StadiumRoadTiltTransition2DiagLeft.png,Stadium,Stadium,elevation,left,tilt,slope,slope
StadiumRoadTiltTransition2DiagRight.png,Stadium,Stadium,elevation,right,tilt,slope,slope
StadiumRoadTiltTransition2Left.png,Stadium,Stadium,elevation,left,tilt,slope,slope
StadiumRoadTiltTransition2Right.png,Stadium,Stadium,elevation,right,tilt,slope,slope
StadiumSculptA.png,Stadium,Stadium,other,,,,
StadiumSculptArchRingEnd.png,Stadium,Stadium,other,,,,
StadiumSculptArchRingEndMirror.png,Stadium,Stadium,other,,,,
StadiumSculptArchRingStart.png,Stadium,Stadium,start_finish,,,start,start
StadiumSculptArchRingStartMirror.png,Stadium,Stadium,start_finish,,,start,start
StadiumSculptB.png,Stadium,Stadium,other,,,,
StadiumSculptBridgePillar.png,Stadium,Stadium,bridge,,,bridge,bridge
StadiumSculptBridgePillarMirror.png,Stadium,Stadium,bridge,,,bridge,bridge
StadiumSculptBridgeSlopeEnd.png,Stadium,Stadium,bridge,,slope,bridge,bridge
StadiumSculptBridgeSlopeEndMirror.png,Stadium,Stadium,bridge,,slope,bridge,bridge
StadiumSculptBridgeSlopeStart.png,Stadium,Stadium,start_finish,,slope,start,start
StadiumSculptBridgeSlopeStartMirror.png,Stadium,Stadium,start_finish,,slope,start,start
StadiumSculptBridgeStraight.png,Stadium,Stadium,bridge,,,bridge,bridge
StadiumSculptBridgeStraightSmall.png,Stadium,Stadium,bridge,,,bridge,bridge
StadiumSculptBridgeSuspendSlope2.png,Stadium,Stadium,bridge,,slope,bridge,bridge
StadiumSculptBridgeSuspendSlope2Mirror.png,Stadium,Stadium,bridge,,slope,bridge,bridge
StadiumSculptBridgeSuspendSlopeEnd.png,Stadium,Stadium,bridge,,slope,bridge,bridge
StadiumSculptBridgeSuspendSlopeEndMirror.png,Stadium,Stadium,bridge,,slope,bridge,bridge
StadiumSculptC.png,Stadium,Stadium,other,,,,
StadiumStretchTilt.png,Stadium,Stadium,elevation,,tilt,slope,slope
StadiumTrenchCheckpoint.png,Stadium,Stadium,checkpoint,,,checkpoint,checkpoint
StadiumTrenchCorner.png,Stadium,Stadium,curve,,,curve,curve
StadiumTrenchCross.png,Stadium,Stadium,other,,,,
StadiumTrenchCrossTunnel.png,Stadium,Stadium,tunnel,,,tunnel,tunnel
StadiumTrenchFreeWheeling.png,Stadium,Stadium,other,,,,
StadiumTrenchGTCurve2.png,Stadium,Stadium,curve,,,gtcurve,gtcurve
StadiumTrenchGTCurve2Tunnel.png,Stadium,Stadium,tunnel,,,tunnel,tunnel
StadiumTrenchGTCurve3.png,Stadium,Stadium,curve,,,gtcurve,gtcurve
StadiumTrenchGTCurve3Tunnel.png,Stadium,Stadium,tunnel,,,tunnel,tunnel
StadiumTrenchInPillar.png,Stadium,Stadium,other,,,,
StadiumTrenchMultiLap.png,Stadium,Stadium,checkpoint,,,checkpoint,checkpoint
StadiumTrenchStraight.png,Stadium,Stadium,straight,,,straight,straight
StadiumTrenchStraightScreen.png,Stadium,Stadium,straight,,,straight,straight
StadiumTrenchStraightTunnel.png,Stadium,Stadium,tunnel,,,tunnel,tunnel
StadiumTrenchToLoopStart.png,Stadium,Stadium,start_finish,,,start,start
StadiumTrenchToPlatformBiSlopeStart.png,Stadium,Stadium,start_finish,,slope,start,start
StadiumTrenchToRoadDirt.png,Stadium,Stadium,other,,,,
StadiumTrenchToRoadDirtX2.png,Stadium,Stadium,other,,,,
StadiumTrenchToRoadMain.png,Stadium,Stadium,other,,,,
StadiumTrenchToRoadMainBiSlopeStart.png,Stadium,Stadium,start_finish,,slope,start,start
StadiumTrenchToRoadMainX2.png,Stadium,Stadium,other,,,,
StadiumTrenchTurbo.png,Stadium,Stadium,special,,,boost,boost
StadiumTrenchXRoadMain.png,Stadium,Stadium,other,,,,
StadiumTube.png,Stadium,Stadium,special,,,pipe,pipe
StadiumTubeCurve1.png,Stadium,Stadium,special,,,pipe,pipe
StadiumTubeCurve2.png,Stadium,Stadium,special,,,pipe,pipe
StadiumTubePillar.png,Stadium,Stadium,special,,,pipe,pipe
StadiumTubePillarBranch.png,Stadium,Stadium,special,,,pipe,pipe
StadiumTubePillarBranch2.png,Stadium,Stadium,special,,,pipe,pipe
StadiumTubePillarBranch4.png,Stadium,Stadium,special,,,pipe,pipe
StadiumTubePillarCap.png,Stadium,Stadium,special,,,pipe,pipe
StadiumTubeRoad.png,Stadium,Stadium,special,,,pipe,pipe
StadiumTubeRoadCross.png,Stadium,Stadium,special,,,pipe,pipe
StadiumTubeRoadDown.png,Stadium,Stadium,special,,down,pipe,pipe
StadiumTubeRoadLightSystem.png,Stadium,Stadium,special,,,pipe,pipe
StadiumTubeRoadSoundSystem.png,Stadium,Stadium,special,,,pipe,pipe
StadiumTubeRoadUp.png,Stadium,Stadium,special,,up,pipe,pipe
StadiumTubeV1.png,Stadium,Stadium,special,,,pipe,pipe
StadiumTubeV4.png,Stadium,Stadium,special,,,pipe,pipe
StadiumTubeV8.png,Stadium,Stadium,special,,,pipe,pipe
StadiumTubeVDiag1.png,Stadium,Stadium,special,diag,,pipe,pipe
StadiumTubeVDiag16.png,Stadium,Stadium,special,diag,,pipe,pipe
StadiumTubeVDiag2.png,Stadium,Stadium,special,diag,,pipe,pipe
StadiumTubeVDiag4.png,Stadium,Stadium,special,diag,,pipe,pipe
StadiumTubeVDiag8.png,Stadium,Stadium,special,diag,,pipe,pipe
StadiumWater.png,Stadium,Stadium,other,,,,
StadiumWater2.png,Stadium,Stadium,other,,,,
ArenaBase.png,Valley,Valley,other,,,,
ArenaBaseCornerIn.png,Valley,Valley,curve,,,curve,curve
ArenaBaseSlopeBase.png,Valley,Valley,elevation,,slope,slope,slope
ArenaBaseSlopeEnd.png,Valley,Valley,elevation,,slope,slope,slope
ArenaBaseSlopeStart.png,Valley,Valley,start_finish,,slope,start,start
ArenaBaseSlopeStraight.png,Valley,Valley,straight,,slope,straight,straight
ArenaBaseSupport.png,Valley,Valley,other,,up,,
ArenaBaseToParkDown.png,Valley,Valley,other,,down,,
ArenaBaseToParkUp.png,Valley,Valley,other,,up,,
ArenaBaseToRoad4Way.png,Valley,Valley,other,,,,
ArenaBorderCornerIn.png,Valley,Valley,curve,,,curve,curve
ArenaBorderCornerOut.png,Valley,Valley,curve,,,curve,curve
ArenaBorderGTCurve2In.png,Valley,Valley,curve,,,gtcurve,gtcurve
ArenaBorderGTCurve2Out.png,Valley,Valley,curve,,,gtcurve,gtcurve
ArenaBorderGTCurve3In.png,Valley,Valley,curve,,,gtcurve,gtcurve
ArenaBorderGTCurve3Out.png,Valley,Valley,curve,,,gtcurve,gtcurve
ArenaBorderSmallCornerIn.png,Valley,Valley,curve,,,curve,curve
ArenaBorderSmallCornerOut.png,Valley,Valley,curve,,,curve,curve
ArenaBorderSmallGTCurve2In.png,Valley,Valley,curve,,,gtcurve,gtcurve
ArenaBorderSmallGTCurve2Out.png,Valley,Valley,curve,,,gtcurve,gtcurve
ArenaBorderSmallGTCurve3In.png,Valley,Valley,curve,,,gtcurve,gtcurve
ArenaBorderSmallGTCurve3Out.png,Valley,Valley,curve,,,gtcurve,gtcurve
ArenaBorderSmallLoopEndLeft.png,Valley,Valley,special,left,,loop,loop
ArenaBorderSmallLoopEndRight.png,Valley,Valley,special,right,,loop,loop
ArenaBorderSmallLoopSmallEndLeft.png,Valley,Valley,special,left,,loop,loop
ArenaBorderSmallLoopSmallEndRight.png,Valley,Valley,special,right,,loop,loop
ArenaBorderSmallLoopSmallStartLeft.png,Valley,Valley,start_finish,left,,start,start
ArenaBorderSmallLoopSmallStartRight.png,Valley,Valley,start_finish,right,,start,start
ArenaBorderSmallLoopStartLeft.png,Valley,Valley,start_finish,left,,start,start
ArenaBorderSmallLoopStartRight.png,Valley,Valley,start_finish,right,,start,start
ArenaBorderSmallLoopStraightLeft.png,Valley,Valley,special,left,,loop,loop
ArenaBorderSmallLoopStraightRight.png,Valley,Valley,special,right,,loop,loop
ArenaBorderSmallLoopStraightTop.png,Valley,Valley,special,,,loop,loop
ArenaBorderSmallSlopeBaseLeft.png,Valley,Valley,elevation,left,slope,slope,slope
ArenaBorderSmallSlopeBaseRight.png,Valley,Valley,elevation,right,slope,slope,slope
ArenaBorderSmallSlopeEndLeft.png,Valley,Valley,elevation,left,slope,slope,slope
ArenaBorderSmallSlopeEndRight.png,Valley,Valley,elevation,right,slope,slope,slope
ArenaBorderSmallSlopeStartLeft.png,Valley,Valley,start_finish,left,slope,start,start
ArenaBorderSmallSlopeStartRight.png,Valley,Valley,start_finish,right,slope,start,start
ArenaBorderSmallSlopeStraightLeft.png,Valley,Valley,straight,left,slope,straight,straight
ArenaBorderSmallSlopeStraightRight.png,Valley,Valley,straight,right,slope,straight,straight
ArenaBorderSmallStraight.png,Valley,Valley,straight,,,straight,straight
ArenaBorderSmallStraightOpen.png,Valley,Valley,straight,,,straight,straight
ArenaBorderSmallStraightOpenFence.png,Valley,Valley,straight,,,straight,straight
ArenaBorderStraight.png,Valley,Valley,straight,,,straight,straight
ArenaBorderStraightArch.png,Valley,Valley,straight,,,straight,straight
ArenaBorderStraightPilllar.png,Valley,Valley,straight,,,straight,straight
ArenaBorderToRoad4Way.png,Valley,Valley,border,,,border,border
ArenaCheckpointParkRoofBaseAir.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
ArenaCheckpointParkRoofLoopStraight2VAir.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
ArenaCheckpointParkRoofLoopStraight4HAir.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
ArenaCheckpointParkRoofSlopeLeft.png,Valley,Valley,checkpoint,left,slope,checkpoint,checkpoint
ArenaCheckpointParkRoofSlopeRight.png,Valley,Valley,checkpoint,right,slope,checkpoint,checkpoint
ArenaCheckpointParkRoofSlopeStraightDown.png,Valley,Valley,checkpoint,,down,checkpoint,checkpoint
ArenaCheckpointParkRoofSlopeStraightUp.png,Valley,Valley,checkpoint,,up,checkpoint,checkpoint
ArenaMultilapParkRoofBase.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
ArenaParkBase.png,Valley,Valley,other,,,,
ArenaParkBaseGrassCenter.png,Valley,Valley,other,,,,
ArenaParkBorderCornerOut.png,Valley,Valley,curve,,,curve,curve
ArenaParkBorderGTCurve2In.png,Valley,Valley,curve,,,gtcurve,gtcurve
ArenaParkBorderGTCurve2Out.png,Valley,Valley,curve,,,gtcurve,gtcurve
ArenaParkBorderGTCurve3In.png,Valley,Valley,curve,,,gtcurve,gtcurve
ArenaParkBorderGTCurve3Out.png,Valley,Valley,curve,,,gtcurve,gtcurve
ArenaParkBorderStraight.png,Valley,Valley,straight,,,straight,straight
ArenaParkBorderStraightOpen.png,Valley,Valley,straight,,,straight,straight
ArenaParkRoofBase.png,Valley,Valley,other,,,,
ArenaParkRoofBaseNoLights.png,Valley,Valley,other,,,,
ArenaParkRoofBaseSupport.png,Valley,Valley,other,,up,,
ArenaParkRoofBaseSupportPillar.png,Valley,Valley,other,,up,,
ArenaParkRoofFW.png,Valley,Valley,other,,,,
ArenaParkRoofFWSlopeLR.png,Valley,Valley,elevation,,slope,slope,slope
ArenaParkRoofFWSlopeUD.png,Valley,Valley,elevation,,slope,slope,slope
ArenaParkRoofLoop2GtCurve2.png,Valley,Valley,special,,,loop,loop
ArenaParkRoofLoop2GtCurve2ToPark.png,Valley,Valley,special,,,loop,loop
ArenaParkRoofLoop2GtCurve2ToRubber.png,Valley,Valley,special,,,loop,loop
ArenaParkRoofLoopEnd.png,Valley,Valley,special,,,loop,loop
ArenaParkRoofLoopEndSmall.png,Valley,Valley,special,,,loop,loop
ArenaParkRoofLoopStart.png,Valley,Valley,start_finish,,,start,start
ArenaParkRoofLoopStartSmall.png,Valley,Valley,start_finish,,,start,start
ArenaParkRoofLoopStraight1.png,Valley,Valley,special,,,loop,loop
ArenaParkRoofLoopStraight2.png,Valley,Valley,special,,,loop,loop
ArenaParkRoofLoopStraight4.png,Valley,Valley,special,,,loop,loop
ArenaParkRoofSlopeBase.png,Valley,Valley,elevation,,slope,slope,slope
ArenaParkRoofSlopeEnd.png,Valley,Valley,elevation,,slope,slope,slope
ArenaParkRoofSlopeStart.png,Valley,Valley,start_finish,,slope,start,start
ArenaParkRoofSlopeStraight.png,Valley,Valley,straight,,slope,straight,straight
ArenaParkRoofToRoad4Way.png,Valley,Valley,other,,,,
ArenaParkRoofTurbo.png,Valley,Valley,special,,,boost,boost
ArenaParkRoofTurboSlopeDown.png,Valley,Valley,special,,down,boost,boost
ArenaParkRoofTurboSlopeLeft.png,Valley,Valley,special,left,slope,boost,boost
ArenaParkRoofTurboSlopeRight.png,Valley,Valley,special,right,slope,boost,boost
ArenaParkRoofTurboSlopeUp.png,Valley,Valley,special,,up,boost,boost
ArenaParkSlopeBase.png,Valley,Valley,elevation,,slope,slope,slope
ArenaParkToRoad4Way.png,Valley,Valley,other,,,,
ArenaScreenBaseX1.png,Valley,Valley,decorative,,,deco,deco
ArenaScreenBaseX4.png,Valley,Valley,decorative,,,deco,deco
ArenaScreenBorderSmallStraight.png,Valley,Valley,straight,,,straight,straight
ArenaScreenBorderSmallStraightOpen.png,Valley,Valley,straight,,,straight,straight
ArenaScreenParkRoofLoopStraight1.png,Valley,Valley,special,,,loop,loop
ArenaSupport.png,Valley,Valley,other,,up,,
ArenaSupportPillar.png,Valley,Valley,other,,up,,
Cliff8HD.png,Valley,Valley,other,,,,
Cliff8HillCorner_6x7x8.png,Valley,Valley,curve,,,curve,curve
Cliff8SlopeCorner_6x7x8.png,Valley,Valley,curve,,slope,curve,curve
Cliff8SlopeCorner_6x7x8_Mirror.png,Valley,Valley,curve,,slope,curve,curve
Cliff8SlopeDiag_8x3x8.png,Valley,Valley,elevation,diag,slope,slope,slope
Cliff8SlopeDiag_8x3x8_Mirror.png,Valley,Valley,elevation,diag,slope,slope,slope
DecoAeolian.png,Valley,Valley,decorative,,,deco,deco
DecoBirds.png,Valley,Valley,decorative,,,deco,deco
DecoCastleBridgeLake.png,Valley,Valley,bridge,,,bridge,bridge
DecoCastleBridgeToRoad2WayLake.png,Valley,Valley,bridge,,,bridge,bridge
DecoCastleCenterCheckpointLake.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
DecoCastleCenterCornerSignLake.png,Valley,Valley,curve,,,curve,curve
DecoCastleCenterLake.png,Valley,Valley,decorative,,,deco,deco
DecoCastleCenterMultilapLake.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
DecoCastleCornerInWallLake.png,Valley,Valley,curve,,,curve,curve
DecoCastleCornerInWallRacingLake.png,Valley,Valley,curve,,,curve,curve
DecoCastleCornerTowerHouseLake.png,Valley,Valley,curve,,,curve,curve
DecoCastleCornerTowerHouseRacingLake.png,Valley,Valley,curve,,,curve,curve
DecoCastleCornerWallLake.png,Valley,Valley,curve,,,curve,curve
DecoCastleCornerWallRacingLake.png,Valley,Valley,curve,,,curve,curve
DecoCastleDeadendEntryLake.png,Valley,Valley,decorative,,,deco,deco
DecoCastleDeadendEntryRacingLake.png,Valley,Valley,decorative,,,deco,deco
DecoCastleDeadendTowerHouseLake.png,Valley,Valley,decorative,,,deco,deco
DecoCastleDeadendTowerHouseLakeMirror.png,Valley,Valley,decorative,,,deco,deco
DecoCastleDeadendWallCheckPointLeft.png,Valley,Valley,checkpoint,left,,checkpoint,checkpoint
DecoCastleDeadendWallCheckPointRight.png,Valley,Valley,checkpoint,right,,checkpoint,checkpoint
DecoCastleDeadendWallLake.png,Valley,Valley,decorative,,,deco,deco
DecoCastleDeadendWallRacingCheckPointLeft.png,Valley,Valley,checkpoint,left,,checkpoint,checkpoint
DecoCastleDeadendWallRacingCheckPointRight.png,Valley,Valley,checkpoint,right,,checkpoint,checkpoint
DecoCastleDeadendWallRacingLake.png,Valley,Valley,decorative,,,deco,deco
DecoCastleDeadendWallSlopeLakeLeft.png,Valley,Valley,elevation,left,slope,slope,slope
DecoCastleDeadendWallSlopeLakeRight.png,Valley,Valley,elevation,right,slope,slope,slope
DecoCastleEntryCheckPointIn.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
DecoCastleEntryCheckPointOut.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
DecoCastleGardenCheckpointLake.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
DecoCastleGardenCornerLake.png,Valley,Valley,curve,,,curve,curve
DecoCastleGardenCornerSignLake.png,Valley,Valley,curve,,,curve,curve
DecoCastleGardenDeadendLake.png,Valley,Valley,decorative,,,deco,deco
DecoCastleGardenFlowerCornerHalfInLake.png,Valley,Valley,curve,,,curve,curve
DecoCastleGardenFlowerCornerHalfOutLake.png,Valley,Valley,curve,,,curve,curve
DecoCastleGardenFlowerCornerLake.png,Valley,Valley,curve,,,curve,curve
DecoCastleGardenFlowerCornerSignLake.png,Valley,Valley,curve,,,curve,curve
DecoCastleGardenFlowerDeadendLake.png,Valley,Valley,decorative,,,deco,deco
DecoCastleGardenFlowerStraightHalfCheckpointLakeLeft.png,Valley,Valley,checkpoint,left,,checkpoint,checkpoint
DecoCastleGardenFlowerStraightHalfCheckpointLakeRight.png,Valley,Valley,checkpoint,right,,checkpoint,checkpoint
DecoCastleGardenFlowerStraightHalfLake.png,Valley,Valley,straight,,,straight,straight
DecoCastleGardenFlowerStraightLake.png,Valley,Valley,straight,,,straight,straight
DecoCastleGardenFlowerStraightx2CheckpointLake.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
DecoCastleGardenMultilapLake.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
DecoCastleGardenStraightLake.png,Valley,Valley,straight,,,straight,straight
DecoCastleGTCurve2InWallRacingLake.png,Valley,Valley,curve,,,gtcurve,gtcurve
DecoCastleGTCurve2WallRacingLake.png,Valley,Valley,curve,,,gtcurve,gtcurve
DecoChurch.png,Valley,Valley,decorative,,,deco,deco
DecoCliff8_Arch_2x1.png,Valley,Valley,decorative,,,deco,deco
DecoFarmA.png,Valley,Valley,decorative,,,deco,deco
DecoFarmB.png,Valley,Valley,decorative,,,deco,deco
DecoFarmC.png,Valley,Valley,decorative,,,deco,deco
DecoFarmD.png,Valley,Valley,decorative,,,deco,deco
DecoFarmE.png,Valley,Valley,decorative,,,deco,deco
DecoFarmF.png,Valley,Valley,decorative,,,deco,deco
DecoFarmG.png,Valley,Valley,decorative,,,deco,deco
DecoFarmGround.png,Valley,Valley,decorative,,,deco,deco
DecoFieldCornerEntry1x1.png,Valley,Valley,curve,,,curve,curve
DecoFieldDeadendEntry1x1.png,Valley,Valley,decorative,,,deco,deco
DecoFieldDeadendEntry1x1B.png,Valley,Valley,decorative,,,deco,deco
DecoFieldDeadendEntry2x1.png,Valley,Valley,decorative,,,deco,deco
DecoFieldDeadendEntry2x1B.png,Valley,Valley,decorative,,,deco,deco
DecoFieldStraw.png,Valley,Valley,decorative,,,deco,deco
DecoHomeBig.png,Valley,Valley,decorative,,,deco,deco
DecoHomeBigB.png,Valley,Valley,decorative,,,deco,deco
DecoHomeSmall.png,Valley,Valley,decorative,,,deco,deco
DecoHomeSmallSlopeA.png,Valley,Valley,elevation,,slope,slope,slope
DecoMayorHouse.png,Valley,Valley,decorative,,,deco,deco
DecoOldBusStop.png,Valley,Valley,decorative,,,deco,deco
DecoTerrainHD.png,Valley,Valley,decorative,,,deco,deco
DecoTrees.png,Valley,Valley,decorative,,,deco,deco
DecoTreesLake.png,Valley,Valley,decorative,,,deco,deco
DecoTreesMed.png,Valley,Valley,decorative,,,deco,deco
DecoTreesRiver.png,Valley,Valley,decorative,,,deco,deco
DecoTreesSmall.png,Valley,Valley,decorative,,,deco,deco
DecoWaterBridge.png,Valley,Valley,bridge,,,bridge,bridge
DecoWaterMill.png,Valley,Valley,decorative,,,deco,deco
ForestHill1.png,Valley,Valley,elevation,,,slope,slope
GrassCliff.png,Valley,Valley,other,,,,
GrassCliff2.png,Valley,Valley,other,,,,
GrassCliff4.png,Valley,Valley,other,,,,
GrassCliff8.png,Valley,Valley,other,,,,
GrassHill1.png,Valley,Valley,elevation,,,slope,slope
GrassToField.png,Valley,Valley,other,,,,
GrassToForest.png,Valley,Valley,other,,,,
HighwayBiSlopeEnd.png,Valley,Valley,elevation,,slope,slope,slope
HighwayBiSlopeStart.png,Valley,Valley,start_finish,,slope,start,start
HighwayBridgeGrass.png,Valley,Valley,bridge,,,bridge,bridge
HighwayBridgeGrassCliff2.png,Valley,Valley,bridge,,,bridge,bridge
HighwayBridgeGrassCliff4.png,Valley,Valley,bridge,,,bridge,bridge
HighwayBridgeGrassCliff8.png,Valley,Valley,bridge,,,bridge,bridge
HighwayBridgeGrassHills.png,Valley,Valley,bridge,,,bridge,bridge
HighwayEntryGrassSlopeBase2.png,Valley,Valley,elevation,,slope,slope,slope
HighwayGTCurve4.png,Valley,Valley,curve,,,gtcurve,gtcurve
HighwaySlopeStraight.png,Valley,Valley,straight,,slope,straight,straight
HighwayStraight.png,Valley,Valley,straight,,,straight,straight
HighwayStraightNoLights.png,Valley,Valley,straight,,,straight,straight
HighwayStraightSupport.png,Valley,Valley,straight,,up,straight,straight
HighwayStraightSupportPillar.png,Valley,Valley,straight,,up,straight,straight
HighwaySwitch.png,Valley,Valley,other,,,,
HighwaySwitchLeft.png,Valley,Valley,other,left,,,
HighwaySwitchRight.png,Valley,Valley,other,right,,,
LakeShore.png,Valley,Valley,other,,,,
OffRoadCheckpoint.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
